,Player,Span_ODI_bowl,Mat_ODI_bowl,Inns_ODI_bowl,Balls_del_ODI,Runs_given_ODI,Wkts_ODI,Ave_ODI_bowl,Econ_ODI,SR_ODI_bowl,4_W_ODI,5_W_ODI,Start_year_ODI_bowl,End_year_ODI_bowl,best_wkts_ODI,best_runs_given_ODI
1477,LJ Hamilton (NZ),0,2,2,108,143,1,143.0,7.94,108.0,0,0,2005,2005,1,76
1478,JR Hammond (AUS),0,1,1,54,41,1,41.0,4.55,54.0,0,0,1972,1972,1,41
1479,MJ Haslam (NZ),0,1,1,30,28,1,28.0,5.6,30.0,0,0,1992,1992,1,28
1480,DL Hemp (BMUDA),3,22,4,114,119,1,119.0,6.26,114.0,0,0,2006,2009,1,25
1481,BE Hendricks (SA),0,4,3,126,106,1,106.0,5.04,126.0,0,0,2019,2019,1,50
1482,RR Hendricks (SA),1,18,3,42,47,1,47.0,6.71,42.0,0,0,2018,2019,1,13
1483,BJ Hodge (AUS),2,25,3,66,51,1,51.0,4.63,66.0,0,0,2005,2007,1,17
1484,DW Hookes (AUS),9,39,3,29,28,1,28.0,5.79,29.0,0,0,1977,1986,1,2
1485,DL Houghton (ZIM),14,63,1,12,19,1,19.0,9.5,12.0,0,0,1983,1997,1,19
1486,Iftikhar Ahmed (PAK),4,4,4,138,101,1,101.0,4.39,138.0,0,0,2015,2019,1,31
1487,Ijaz Ahmed jnr (PAK),0,2,2,30,25,1,25.0,5.0,30.0,0,0,1997,1997,1,9
1488,Imran Nazir (PAK),10,79,4,49,48,1,48.0,5.87,49.0,0,0,1999,2009,1,3
1489,F Jansen (NL),0,2,2,54,62,1,62.0,6.88,54.0,0,0,1996,1996,1,40
1490,PS Jayaprakashdaran (SL),0,1,1,36,21,1,21.0,3.5,36.0,0,0,2005,2005,1,21
1491,TE Jesty (ENG),0,10,4,108,93,1,93.0,5.16,108.0,0,0,1983,1983,1,23
1492,Joginder Sharma (INDIA),3,4,4,150,115,1,115.0,4.6,150.0,0,0,2004,2007,1,28
1493,HR Johnson (USA),0,2,2,60,69,1,69.0,6.9,60.0,0,0,2004,2004,1,26
1494,S Jyoti (CAN),4,14,4,120,90,1,90.0,4.5,120.0,0,0,2006,2010,1,26
1495,VG Kambli (INDIA),9,104,1,4,7,1,7.0,10.5,4.0,0,0,1991,2000,1,7
1496,Kashif Raza (PAK),0,1,1,30,36,1,36.0,7.2,30.0,0,0,2001,2001,1,36
1497,GE Kidd (IRE),1,6,5,216,172,1,172.0,4.77,216.0,0,0,2007,2008,1,27
1498,R Lamba (INDIA),3,32,3,19,20,1,20.0,6.31,19.0,0,0,1986,1989,1,9
1499,D Lloyd (ENG),7,8,1,12,3,1,3.0,1.5,12.0,0,0,1973,1980,1,3
1500,JL Louw (NAM),0,1,1,60,60,1,60.0,6.0,60.0,0,0,2003,2003,1,60
1501,SV Manjrekar (INDIA),8,74,3,8,10,1,10.0,7.5,8.0,0,0,1988,1996,1,2
1502,AV Mankad (INDIA),0,1,1,35,47,1,47.0,8.05,35.0,0,0,1974,1974,1,47
1503,Mansoor Amjad (PAK),0,1,1,48,44,1,44.0,5.5,48.0,0,0,2008,2008,1,44
1504,AW Mathieson (NZ),0,1,1,24,40,1,40.0,10.0,24.0,0,0,2015,2015,1,40
1505,DES Maxwell (CAN),1,10,3,72,70,1,70.0,5.83,72.0,0,0,2006,2007,1,23
1506,PHKD Mendis (SL),0,2,2,84,79,1,79.0,5.64,84.0,0,0,2019,2019,1,45
1507,T Mishra (KENYA),7,42,2,9,12,1,12.0,8.0,9.0,0,0,2006,2013,1,6
1508,Mohammad Abbas (PAK),0,3,3,162,153,1,153.0,5.66,162.0,0,0,2019,2019,1,44
1509,Mohammad Yousuf (Asia/PAK),12,288,2,2,1,1,1.0,3.0,2.0,0,0,1998,2010,1,0
1510,Mohsin Khan (PAK),9,75,2,12,5,1,5.0,2.5,12.0,0,0,1977,1986,1,2
1511,Mujahid Jamshed (PAK),0,4,1,24,6,1,6.0,1.5,24.0,0,0,1997,1997,1,6
1512,W Mwayenga (ZIM),2,3,3,126,157,1,157.0,7.47,126.0,0,0,2002,2004,1,61
1513,J Nagenda (EAf),0,1,1,54,50,1,50.0,5.55,54.0,0,0,1975,1975,1,50
1514,PG Nana (EAf),0,3,3,173,116,1,116.0,4.02,173.0,0,0,1975,1975,1,34
1515,DP Nannes (AUS),0,1,1,42,20,1,20.0,2.85,42.0,0,0,2009,2009,1,20
1516,SV Nayak (INDIA),1,4,4,222,161,1,161.0,4.35,222.0,0,0,1981,1982,1,51
1517,A Ndlovu (ZIM),0,2,2,102,80,1,80.0,4.7,102.0,0,0,2019,2019,1,29
1518,Neeyamur Rashid (BDESH),0,2,2,78,66,1,66.0,5.07,78.0,0,0,1999,1999,1,46
1519,A Neill (SCOT),0,1,1,55,24,1,24.0,2.61,55.0,0,0,2019,2019,1,24
1520,AA Noffke (AUS),0,1,1,54,46,1,46.0,5.11,54.0,0,0,2008,2008,1,46
1521,SD Outerbridge (BMUDA),3,23,7,120,94,1,94.0,4.7,120.0,0,0,2006,2009,1,11
1522,JS Paris (AUS),0,2,2,96,93,1,93.0,5.81,96.0,0,0,2016,2016,1,40
1523,JM Parker (NZ),7,24,1,16,10,1,10.0,3.75,16.0,0,0,1974,1981,1,10
1524,AJ Penn (NZ),4,5,5,159,201,1,201.0,7.58,159.0,0,0,1997,2001,1,50
1525,N Phillip (WI),0,1,1,42,22,1,22.0,3.14,42.0,0,0,1978,1978,1,22
1526,PM Pushpakumara (SL),0,2,2,114,105,1,105.0,5.52,114.0,0,0,2017,2017,1,40
1527,S Ramesh (INDIA),0,24,3,36,38,1,38.0,6.33,36.0,0,0,1999,1999,1,23
1528,N Ranatunga (SL),0,2,2,102,82,1,82.0,4.82,102.0,0,0,1993,1993,1,33
1529,SHA Rance (NZ),0,2,2,105,110,1,110.0,6.28,105.0,0,0,2017,2017,1,44
1530,U Ranchod (ZIM),1,3,3,174,130,1,130.0,4.48,174.0,0,0,1992,1993,1,44
1531,DW Randall (ENG),9,49,1,2,2,1,2.0,6.0,2.0,0,0,1976,1985,1,2
1532,Randhir Singh (INDIA),2,2,2,72,48,1,48.0,4.0,72.0,0,0,1981,1983,1,30
1533,SS Raul (INDIA),0,2,2,36,27,1,27.0,4.5,36.0,0,0,1998,1998,1,13
1534,Raza-ur-Rehman (CAN),1,6,5,122,128,1,128.0,6.29,122.0,0,0,2013,2014,1,59
1535,Raza Hasan (PAK),0,1,1,60,68,1,68.0,6.8,60.0,0,0,2014,2014,1,68
1536,V Razdan (INDIA),1,3,3,84,77,1,77.0,5.5,84.0,0,0,1989,1990,1,37
1537,CA Reid (USA),0,2,2,78,63,1,63.0,4.84,78.0,0,0,2004,2004,1,37
1538,RB Reid (NZ),3,9,1,7,13,1,13.0,11.14,7.0,0,0,1988,1991,1,13
1539,RB Richardson (WI),13,224,6,58,46,1,46.0,4.75,58.0,0,0,1983,1996,1,4
1540,ADG Roberts (NZ),0,1,1,56,30,1,30.0,3.21,56.0,0,0,1976,1976,1,30
1541,RJ Robinson (BMUDA),2,3,3,138,170,1,170.0,7.39,138.0,0,0,2007,2009,1,57
1542,TS Roland-Jones (ENG),0,1,1,42,34,1,34.0,4.85,42.0,0,0,2017,2017,1,34
1543,LC Romero (USA),0,2,1,24,52,1,52.0,13.0,24.0,0,0,2004,2004,1,52
1544,RR Rossouw (SA),2,36,3,45,44,1,44.0,5.86,45.0,0,0,2014,2016,1,17
1545,Sameer Zia (UAE),0,1,1,60,44,1,44.0,4.4,60.0,0,0,2004,2004,1,44
1546,Saqib Ali (UAE),6,5,2,60,57,1,57.0,5.7,60.0,0,0,2008,2014,1,44
1547,Saqib Zulfiqar (NL),0,1,1,42,49,1,49.0,7.0,42.0,0,0,2019,2019,1,49
1548,Sayed Shirzad (AFG),0,2,1,48,56,1,56.0,7.0,48.0,0,0,2019,2019,1,56
1549,BN Schultz (SA),0,1,1,54,35,1,35.0,3.88,54.0,0,0,1992,1992,1,35
1550,BB Seebaran (CAN),0,4,3,108,130,1,130.0,7.22,108.0,0,0,2003,2003,1,61
1551,RK Sethi (EAf),0,3,3,120,100,1,100.0,5.0,120.0,0,0,1975,1975,1,51
1552,Shehzad Altaf (UAE),0,2,2,78,37,1,37.0,2.84,78.0,0,0,1996,1996,1,15
1553,Shakeel Khan (PAK),0,1,1,54,50,1,50.0,5.55,54.0,0,0,1987,1987,1,50
1554,M Shezi (SA),0,1,1,36,8,1,8.0,1.33,36.0,0,0,2014,2014,1,8
1555,LR Shukla (INDIA),0,3,3,114,94,1,94.0,4.94,114.0,0,0,1999,1999,1,25
1556,K Shuttleworth (ENG),0,1,1,56,29,1,29.0,3.1,56.0,0,0,1971,1971,1,29
1557,LPC Silva (SL),12,75,2,42,33,1,33.0,4.71,42.0,0,0,1999,2011,1,21
1558,LMP Simmons (WI),9,68,12,156,172,1,172.0,6.61,156.0,0,0,2006,2015,1,3
1559,RP Singh (INDIA),0,2,2,82,77,1,77.0,5.63,82.0,0,0,1986,1986,1,58
1560,MA Small (WI),0,2,2,84,54,1,54.0,3.85,84.0,0,0,1984,1984,1,40
1561,RAJ Smith (SCOT),0,2,2,90,97,1,97.0,6.46,90.0,0,0,2016,2016,1,34
1562,S Snater (NL),0,2,2,71,63,1,63.0,5.32,71.0,0,0,2018,2018,1,41
1563,GS Sobers (WI),0,1,1,63,31,1,31.0,2.95,63.0,0,0,1973,1973,1,31
1564,Sohaib Maqsood (PAK),3,26,4,54,42,1,42.0,4.66,54.0,0,0,2013,2016,1,16
1565,VS Solanki (ENG),6,51,7,111,105,1,105.0,5.67,111.0,0,0,2000,2006,1,17
1566,OP Stone (ENG),0,4,3,96,97,1,97.0,6.06,96.0,0,0,2018,2018,1,23
1567,GM Strydom (ZIM),0,12,4,66,61,1,61.0,5.54,66.0,0,0,2006,2006,1,28
1568,R Strydom (IRE),0,9,1,48,63,1,63.0,7.87,48.0,0,0,2008,2008,1,63
1569,Subashis Roy (BDESH),0,1,1,60,45,1,45.0,4.5,60.0,0,0,2016,2016,1,45
1570,Syed Maqsood (UAE),0,2,2,66,84,1,84.0,7.63,66.0,0,0,2004,2004,1,60
1571,Tanvir Mehdi (PAK),0,1,1,66,72,1,72.0,6.54,66.0,0,0,1992,1992,1,72
1572,Taufeeq Umar (PAK),10,22,3,72,85,1,85.0,7.08,72.0,0,0,2001,2011,1,49
1573,GJ Thompson (IRE),0,3,3,72,73,1,73.0,6.08,72.0,0,0,2008,2008,1,35
1574,AL Thomson (AUS),0,1,1,64,22,1,22.0,2.06,64.0,0,0,1971,1971,1,22
1575,Tushar Imran (BDESH),6,41,5,126,103,1,103.0,4.9,126.0,0,0,2001,2007,1,24
1576,Umair Ali (UAE),0,2,2,108,125,1,125.0,6.94,108.0,0,0,2015,2015,1,65
1577,Usman Ghani (AFG),3,15,2,38,34,1,34.0,5.36,38.0,0,0,2014,2017,1,21
1578,BO van Rooi (NAM),0,3,3,120,119,1,119.0,5.95,120.0,0,0,2003,2003,1,24
1579,MA Vermeulen (ZIM),9,43,1,5,5,1,5.0,6.0,5.0,0,0,2000,2009,1,5
1580,M Vijay (INDIA),5,17,2,36,37,1,37.0,6.16,36.0,0,0,2010,2015,1,19
1581,L Vincent (NZ),6,102,3,20,25,1,25.0,7.5,20.0,0,0,2001,2007,1,0
1582,Waheed Ahmed (UAE),0,2,2,30,29,1,29.0,5.8,30.0,0,0,2019,2019,1,20
1583,Washington Sundar (INDIA),0,1,1,60,65,1,65.0,6.5,60.0,0,0,2017,2017,1,65
1584,Wasim Haider (PAK),0,3,3,114,79,1,79.0,4.15,114.0,0,0,1992,1992,1,36
1585,S Weerakoon (SL),0,2,1,60,49,1,49.0,4.9,60.0,0,0,2012,2012,1,49
1586,BA Westdijk (NL),0,4,4,156,195,1,195.0,7.5,156.0,0,0,2011,2011,1,56
1587,S Wettimuny (SL),5,35,6,57,70,1,70.0,7.36,57.0,0,0,1982,1987,1,13
1588,CG Williams (NAM),0,5,4,126,91,1,91.0,4.33,126.0,0,0,2019,2019,1,37
1589,SC Williams (WI),5,57,1,24,30,1,30.0,7.5,24.0,0,0,1994,1999,1,30
1590,DJ Worrall (AUS),0,3,3,158,171,1,171.0,6.49,158.0,0,0,2016,2016,1,43
1591,J Yadav (INDIA),0,1,1,24,8,1,8.0,2.0,24.0,0,0,2016,2016,1,8
1592,Yashpal Sharma (INDIA),7,42,8,201,199,1,199.0,5.94,201.0,0,0,1978,1985,1,27
1593,BE Young (AUS),1,6,5,234,251,1,251.0,6.43,234.0,0,0,1998,1999,1,26
1594,Zain Abbas (HKG),0,1,1,36,56,1,56.0,9.33,36.0,0,0,2008,2008,1,56
1595,AK Zesers (AUS),0,2,2,90,74,1,74.0,4.93,90.0,0,0,1987,1987,1,37
1596,Aarif Sheikh (NEPAL),1,6,1,12,10,0,0.0,5.0,0.0,0,0,2018,2019,0,0
1597,S Abrahams (SA),0,1,1,60,40,0,0.0,4.0,0.0,0,0,2000,2000,0,0
1598,Abul Hasan (BDESH),6,7,7,216,244,0,0.0,6.77,0.0,0,0,2012,2018,0,0
1599,FS Ahangama (SL),0,1,1,18,23,0,0.0,7.66,0.0,0,0,1985,1985,0,0
1600,Ahmed Shah (AFG),0,1,1,6,12,0,0.0,12.0,0.0,0,0,2009,2009,0,0
1601,Akram Khan (BDESH),15,44,6,117,138,0,0.0,7.07,0.0,0,0,1988,2003,0,0
1602,Aman Ali (UAE),0,1,1,12,22,0,0.0,11.0,0.0,0,0,2008,2008,0,0
1603,PK Amre (INDIA),3,37,1,2,4,0,0.0,12.0,0.0,0,0,1991,1994,0,0
1604,J Anderson (IRE),2,8,2,30,20,0,0.0,4.0,0.0,0,0,2014,2016,0,0
1605,Anisur Rahman (BDESH),3,2,2,48,68,0,0.0,8.5,0.0,0,0,1995,1998,0,0
1606,Anwar Hossain Monir (BDESH),0,1,1,48,45,0,0.0,5.62,0.0,0,0,2002,2002,0,0
1607,Ariful Haque (BDESH),0,1,1,18,17,0,0.0,5.66,0.0,0,0,2018,2018,0,0
1608,Asad Shafiq (PAK),7,60,2,12,18,0,0.0,9.0,0.0,0,0,2010,2017,0,0
1609,Ashfaq Ahmed (PAK),0,3,3,102,84,0,0.0,4.94,0.0,0,0,1994,1994,0,0
1610,Asif Ali (PAK),1,18,1,5,9,0,0.0,10.8,0.0,0,0,2018,2019,0,0
1611,Asif Iqbal (1) (UAE),0,1,1,24,32,0,0.0,8.0,0.0,0,0,2015,2015,0,0
1612,MS Atapattu (SL),17,268,2,51,41,0,0.0,4.82,0.0,0,0,1990,2007,0,0
1613,CWJ Athey (ENG),8,31,1,6,10,0,0.0,10.0,0.0,0,0,1980,1988,0,0
1614,RA Austin (WI),0,1,1,6,13,0,0.0,13.0,0.0,0,0,1978,1978,0,0
1615,Babar Hayat (HKG),4,22,1,6,9,0,0.0,9.0,0.0,0,0,2014,2018,0,0
1616,RJ Bailey (ENG),5,4,1,36,25,0,0.0,4.16,0.0,0,0,1985,1990,0,0
1617,W Barresi (NL),9,32,3,30,37,0,0.0,7.4,0.0,0,0,2010,2019,0,0
1618,OO Bascome (BMUDA),0,6,2,18,22,0,0.0,7.33,0.0,0,0,2008,2008,0,0
1619,TC Bastiampillai (CAN),7,13,3,24,31,0,0.0,7.75,0.0,0,0,2007,2014,0,0
1620,Bazid Khan (PAK),4,5,1,12,11,0,0.0,5.5,0.0,0,0,2004,2008,0,0
1621,CA Best (WI),6,24,2,19,12,0,0.0,3.78,0.0,0,0,1986,1992,0,0
1622,MI Black (WI),0,5,5,228,196,0,0.0,5.15,0.0,0,0,2001,2001,0,0
1623,J Blackwood (WI),0,2,1,18,16,0,0.0,5.33,0.0,0,0,2015,2015,0,0
1624,DL Blake (USA),0,1,1,6,7,0,0.0,7.0,0.0,0,0,2004,2004,0,0
1625,GH Bodi (SA),0,2,1,6,8,0,0.0,8.0,0.0,0,0,2007,2007,0,0
1626,DC Boon (AUS),11,181,7,82,86,0,0.0,6.29,0.0,0,0,1984,1995,0,0
1627,SG Borthwick (ENG),0,2,2,54,72,0,0.0,8.0,0.0,0,0,2011,2011,0,0
1628,T Bosch (SA),0,2,2,51,66,0,0.0,7.76,0.0,0,0,1992,1992,0,0
1629,JWHD Boteju (SL),0,2,2,102,113,0,0.0,6.64,0.0,0,0,1999,1999,0,0
1630,SA Britton (IRE),0,1,1,36,37,0,0.0,6.16,0.0,0,0,2009,2009,0,0
1631,BC Broad (ENG),1,34,1,6,6,0,0.0,6.0,0.0,0,0,1987,1988,0,0
1632,AD Brown (ENG),5,16,1,6,5,0,0.0,5.0,0.0,0,0,1996,2001,0,0
1633,CE Bulfin (NZ),0,4,3,102,109,0,0.0,6.41,0.0,0,0,1999,1999,0,0
1634,SF Burger (NAM),0,2,2,66,67,0,0.0,6.09,0.0,0,0,2003,2003,0,0
1635,JD Campbell (WI),0,6,1,6,13,0,0.0,13.0,0.0,0,0,2019,2019,0,0
1636,MA Carberry (ENG),1,6,1,6,12,0,0.0,12.0,0.0,0,0,2013,2014,0,0
1637,KED Carroll (IRE),0,6,1,6,8,0,0.0,8.0,0.0,0,0,2007,2007,0,0
1638,G Chapple (ENG),0,1,1,24,14,0,0.0,3.5,0.0,0,0,2006,2006,0,0
1639,J Charles (WI),4,48,1,5,12,0,0.0,14.4,0.0,0,0,2012,2016,0,0
1640,K Christie (HKG),0,1,1,6,18,0,0.0,18.0,0.0,0,0,2016,2016,0,0
1641,DB Close (ENG),0,3,1,18,21,0,0.0,7.0,0.0,0,0,1972,1972,0,0
1642,DJ Colley (AUS),0,1,1,66,72,0,0.0,6.54,0.0,0,0,1972,1972,0,0
1643,AN Connolly (AUS),0,1,1,64,62,0,0.0,5.81,0.0,0,0,1971,1971,0,0
1644,JJ Crowe (NZ),7,75,1,6,1,0,0.0,1.0,0.0,0,0,1983,1990,0,0
1645,CD Cumming (NZ),6,13,1,18,17,0,0.0,5.66,0.0,0,0,2003,2009,0,0
1646,GN de Silva (SL),2,4,4,194,169,0,0.0,5.22,0.0,0,0,1983,1985,0,0
1647,BJ Diamanti (NZ),0,1,1,12,25,0,0.0,12.5,0.0,0,0,2009,2009,0,0
1648,S Dube (INDIA),0,1,1,47,68,0,0.0,8.68,0.0,0,0,2019,2019,0,0
1649,N Dutta (CAN),0,1,1,36,31,0,0.0,5.16,0.0,0,0,2013,2013,0,0
1650,DD Ebrahim (ZIM),4,82,2,5,11,0,0.0,13.2,0.0,0,0,2001,2005,0,0
1651,BA Edgar (NZ),8,64,1,12,5,0,0.0,2.5,0.0,0,0,1978,1986,0,0
1652,WJ Edwards (AUS),0,1,1,1,0,0,0.0,0.0,0.0,0,0,1975,1975,0,0
1653,RR Emrit (WI),0,2,2,84,99,0,0.0,7.07,0.0,0,0,2007,2007,0,0
1654,MG Erasmus (NAM),0,5,3,96,65,0,0.0,4.06,0.0,0,0,2019,2019,0,0
1655,JJ Esmeijer (NL),1,6,6,228,208,0,0.0,5.47,0.0,0,0,2002,2003,0,0
1656,Fahim Muntasir (BDESH),1,3,3,169,111,0,0.0,3.94,0.0,0,0,2001,2002,0,0
1657,NH Fairbrother (ENG),12,75,1,6,9,0,0.0,9.0,0.0,0,0,1987,1999,0,0
1658,Faisal Iqbal (PAK),6,18,2,18,33,0,0.0,11.0,0.0,0,0,2000,2006,0,0
1659,Fayyaz Ahmed (UAE),2,3,3,162,121,0,0.0,4.48,0.0,0,0,2014,2016,0,0
1660,Fazl-e-Akbar (PAK),3,2,2,72,48,0,0.0,4.0,0.0,0,0,1998,2001,0,0
1661,Fazle Mahmud (BDESH),0,2,1,18,16,0,0.0,5.33,0.0,0,0,2018,2018,0,0
1662,AM Fernando (SL),0,1,1,12,22,0,0.0,11.0,0.0,0,0,2017,2017,0,0
1663,BOP Fernando (SL),0,6,1,12,16,0,0.0,8.0,0.0,0,0,2019,2019,0,0
1664,ADS Fletcher (WI),8,25,3,28,26,0,0.0,5.57,0.0,0,0,2008,2016,0,0
1665,A Flower (ZIM),11,213,2,30,23,0,0.0,4.6,0.0,0,0,1992,2003,0,0
1666,DR Flynn (NZ),4,20,3,24,25,0,0.0,6.25,0.0,0,0,2008,2012,0,0
1667,CR Foggo (BMUDA),0,4,1,1,2,0,0.0,12.0,0.0,0,0,2008,2008,0,0
1668,PJ Franks (ENG),0,1,1,54,48,0,0.0,5.33,0.0,0,0,2000,2000,0,0
1669,Frasat Ali (EAf),0,3,3,144,107,0,0.0,4.45,0.0,0,0,1975,1975,0,0
1670,G Gambhir (INDIA),10,147,1,6,13,0,0.0,13.0,0.0,0,0,2003,2013,0,0
1671,D Ganga (WI),7,35,1,1,4,0,0.0,24.0,0.0,0,0,1999,2006,0,0
1672,SP Gauchan (NEPAL),0,1,1,24,15,0,0.0,3.75,0.0,0,0,2018,2018,0,0
1673,TG Gordon (CAN),0,5,2,15,25,0,0.0,10.0,0.0,0,0,2011,2011,0,0
1674,DI Gower (ENG),13,114,2,5,14,0,0.0,16.8,0.0,0,0,1978,1991,0,0
1675,MJ Greatbatch (NZ),8,84,1,6,5,0,0.0,5.0,0.0,0,0,1988,1996,0,0
1676,FRMD Gunatilleke (SL),0,1,1,54,34,0,0.0,3.77,0.0,0,0,1979,1979,0,0
1677,Gurkeerat Singh (INDIA),0,3,3,60,68,0,0.0,6.8,0.0,0,0,2016,2016,0,0
1678,Hannan Sarkar (BDESH),2,20,1,3,13,0,0.0,26.0,0.0,0,0,2002,2004,0,0
1679,Hashmatullah Shahidi (AFG),6,39,2,18,25,0,0.0,8.33,0.0,0,0,2013,2019,0,0
1680,ML Hayden (AUS/ICC),15,161,1,6,18,0,0.0,18.0,0.0,0,0,1993,2008,0,0
1681,RL Hayes (NZ),0,1,1,42,31,0,0.0,4.42,0.0,0,0,1995,1995,0,0
1682,DL Haynes (WI),16,238,1,30,24,0,0.0,4.8,0.0,0,0,1978,1994,0,0
1683,C Hemraj (WI),0,6,1,7,9,0,0.0,7.71,0.0,0,0,2018,2018,0,0
1684,VR Hogg (ZIM),0,2,2,90,49,0,0.0,3.26,0.0,0,0,1983,1983,0,0
1685,DAW Hollis (BMUDA),0,1,1,42,43,0,0.0,6.14,0.0,0,0,2008,2008,0,0
1686,AC Hudson (SA),6,89,1,6,3,0,0.0,3.0,0.0,0,0,1991,1997,0,0
1687,KJ Hughes (AUS),8,97,1,1,4,0,0.0,24.0,0.0,0,0,1977,1985,0,0
1688,Hussain Talat (PAK),0,1,1,12,16,0,0.0,8.0,0.0,0,0,2019,2019,0,0
1689,EH Hutchinson (USA),0,4,3,78,82,0,0.0,6.3,0.0,0,0,2019,2019,0,0
1690,N Ifill (CAN),3,4,3,72,88,0,0.0,7.33,0.0,0,0,2003,2006,0,0
1691,CA Ingram (SA),3,31,1,6,17,0,0.0,17.0,0.0,0,0,2010,2013,0,0
1692,Irfan Fazil (PAK),0,1,1,36,46,0,0.0,7.66,0.0,0,0,2000,2000,0,0
1693,Irfan Sajid (UAE),0,1,1,30,23,0,0.0,4.6,0.0,0,0,2014,2014,0,0
1694,Ishtiaq Muhammad (HKG),0,1,1,18,24,0,0.0,8.0,0.0,0,0,2016,2016,0,0
1695,SS Iyer (INDIA),2,12,2,12,15,0,0.0,7.5,0.0,0,0,2017,2019,0,0
1696,Jahangir Alam Talukdar (BDESH),0,2,2,42,36,0,0.0,5.14,0.0,0,0,1990,1990,0,0
1697,Jamaluddin Ahmed (BDESH),0,1,1,24,28,0,0.0,7.0,0.0,0,0,2003,2003,0,0
1698,JA Jameson (ENG),2,3,1,12,3,0,0.0,1.5,0.0,0,0,1973,1975,0,0
1699,WS Jayantha (SL),0,17,6,55,46,0,0.0,5.01,0.0,0,0,2004,2004,0,0
1700,NGRP Jayasuriya (SL),0,2,2,96,95,0,0.0,5.93,0.0,0,0,2018,2018,0,0
1701,TJ Jenner (AUS),0,1,1,64,28,0,0.0,2.62,0.0,0,0,1975,1975,0,0
1702,Junaid Siddique (BDESH),4,54,2,12,13,0,0.0,6.5,0.0,0,0,2007,2011,0,0
1703,Kaleemullah (OMAN),0,3,3,90,84,0,0.0,5.6,0.0,0,0,2019,2019,0,0
1704,SMS Kaluperuma (SL),0,2,1,6,3,0,0.0,3.0,0.0,0,0,1988,1988,0,0
1705,AL Kandappah (CAN),0,2,1,1,4,0,0.0,24.0,0.0,0,0,2007,2007,0,0
1706,Karim Janat (AFG),0,1,1,24,31,0,0.0,7.75,0.0,0,0,2017,2017,0,0
1707,FDM Karunaratne (SL),8,28,2,16,18,0,0.0,6.75,0.0,0,0,2011,2019,0,0
1708,S Kaul (INDIA),0,3,3,162,179,0,0.0,6.62,0.0,0,0,2018,2018,0,0
1709,PHT Kaushal (SL),0,1,1,36,25,0,0.0,4.16,0.0,0,0,2015,2015,0,0
1710,JC Kent (SA),0,2,2,48,57,0,0.0,7.12,0.0,0,0,2002,2002,0,0
1711,AN Kervezee (NL),6,39,2,24,34,0,0.0,8.5,0.0,0,0,2006,2012,0,0
1712,S Keshvani (CAN),0,5,2,48,48,0,0.0,6.0,0.0,0,0,2009,2009,0,0
1713,G Kirsten (SA),10,185,3,30,23,0,0.0,4.6,0.0,0,0,1993,2003,0,0
1714,CKB Kulasekara (SL),1,4,4,78,80,0,0.0,6.15,0.0,0,0,2011,2012,0,0
1715,AJ Lamb (ENG),10,122,1,6,3,0,0.0,3.0,0.0,0,0,1982,1992,0,0
1716,CB Lambert (USA/WI),14,12,2,72,74,0,0.0,6.16,0.0,0,0,1990,2004,0,0
1717,JPR Lamsam (HKG),4,2,2,36,47,0,0.0,7.83,0.0,0,0,2004,2008,0,0
1718,W Larkins (ENG),12,25,2,15,22,0,0.0,8.8,0.0,0,0,1979,1991,0,0
1719,VVS Laxman (INDIA),8,86,4,42,40,0,0.0,5.71,0.0,0,0,1998,2006,0,0
1720,AL Logie (WI),12,158,4,24,18,0,0.0,4.5,0.0,0,0,1981,1993,0,0
1721,CH Lonsdale (BMUDA),0,1,1,12,19,0,0.0,9.5,0.0,0,0,2007,2007,0,0
1722,AGR Loudon (ENG),0,1,1,36,36,0,0.0,6.0,0.0,0,0,2006,2006,0,0
1723,AJ Mackay (ZIM),0,3,3,132,137,0,0.0,6.22,0.0,0,0,2001,2001,0,0
1724,ND McKenzie (SA),9,64,5,46,27,0,0.0,3.52,0.0,0,0,2000,2009,0,0
1725,RS Madugalle (SL),9,63,1,4,1,0,0.0,1.5,0.0,0,0,1979,1988,0,0
1726,Mafizur Rahman (BDESH),0,4,4,66,73,0,0.0,6.63,0.0,0,0,1997,1997,0,0
1727,RS Mahanama (SL),13,213,2,2,7,0,0.0,21.0,0.0,0,0,1986,1999,0,0
1728,GI Maiden (SCOT),1,7,1,48,38,0,0.0,4.75,0.0,0,0,2010,2011,0,0
1729,GT Main (SCOT),0,1,1,30,30,0,0.0,6.0,0.0,0,0,2019,2019,0,0
1730,AO Malhotra (INDIA),4,20,1,6,0,0,0.0,0.0,0.0,0,0,1982,1986,0,0
1731,Mansoor Rana (PAK),0,2,1,6,7,0,0.0,7.0,0.0,0,0,1990,1990,0,0
1732,Maqsood Rana (PAK),0,1,1,12,11,0,0.0,5.5,0.0,0,0,1990,1990,0,0
1733,I Maraj (CAN),0,6,1,27,22,0,0.0,4.88,0.0,0,0,2003,2003,0,0
1734,GR Marsh (AUS),6,117,1,6,4,0,0.0,4.0,0.0,0,0,1986,1992,0,0
1735,XM Marshall (USA/WI),14,33,2,9,6,0,0.0,4.0,0.0,0,0,2005,2019,0,0
1736,PS Masvaure (ZIM),0,2,1,18,19,0,0.0,6.33,0.0,0,0,2018,2018,0,0
1737,Mazharul Haque (BDESH),0,1,1,4,4,0,0.0,6.0,0.0,0,0,2002,2002,0,0
